Word Order	Other Properties	Subject Position	Object Position	Sentence
MF[SO]VC[V]	oneg-pp	3	5	Weil die Freundinnen keine Traumhochzeit in dem Jahr spielen .
MF[SO]VC[V]	oneg-pp	3	5	Weil der Passant kein Kunstwerk in dem Jahr bewirft .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Kinder keine Lösung in dem Jahr finden .
MF[SO]VC[V]	oneg-pp	3	5	Weil der Leser keine Zeitschrift in dem Jahr abonniert .
MF[SO]VC[V]	oneg-pp	3	5	Weil der Herr keinen Bart in dem Jahr rasiert .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Mamas keinen Kaffee in dem Jahr trinken .
MF[SO]VC[V]	oneg-pp	3	5	Weil der Schriftsteller keinen Roman in dem Jahr schreibt .
MF[SO]VC[V]	oneg-pp	3	5	Weil der Politiker keine Rede in dem Jahr beendet .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Abgeordneten kein Grundgehalt in dem Jahr bekommen .
MF[SO]VC[V]	oneg-pp	3	5	Weil der Kleinbauer keinen Bauzaun in dem Jahr zieht .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Sportlerinnen keine Tour in dem Jahr gewinnen .
MF[SO]VC[V]	oneg-pp	3	5	Weil der Handwerker keine Bauausführung in dem Jahr übernimmt .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Quoten ein Argument in dem Jahr umgehen .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Gase ein Menschenrecht in dem Jahr verletzen .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Wandreliefs ein Hallo in dem Jahr rufen .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Arbeiten eine Anerkennung in dem Jahr bringen .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Bekenntnisse ein Klima in dem Jahr verändern .
MF[SO]VC[V]	pp-sinan	3	5	Weil der Zyklon einen Küstenstreifen in dem Jahr trifft .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Flugzeugträger einen Hafen in dem Jahr verlassen .
MF[SO]VC[V]	pp-sinan	3	5	Weil der Hurrikan einen Ort in dem Jahr zerstört .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Video-Installation einen Abschluss in dem Jahr bildet .
MF[SO]VC[V]	pp-sinan	3	5	Weil der Antrag eine Reparationszahlung in dem Jahr fordert .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Lecks ein Ende in dem Jahr bedeuten .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Bäume eine Aussicht in dem Jahr versperren .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Ideen eine Kraft in dem Jahr entfalten .
MF[SO]VC[V]	pp-sinan	3	5	Weil der Absatzmarkt eine Möglichkeit in dem Jahr eröffnet .
MF[SO]VC[V]	pp-sinan	3	5	Weil der Film einen Neuanfang in dem Jahr ermöglicht .
MF[SO]VC[V]	pp-oan	3	5	Weil der Aufsichtsratsvorstand einen Vertreter in dem Jahr ernennt .
MF[SO]VC[V]	pp-oan	3	5	Weil der Fernsehreporter eine EZB-Chefin in dem Jahr befragt .
MF[SO]VC[V]	pp-oan	3	5	Weil der Züchter eine Spinne in dem Jahr füttert .
MF[SO]VC[V]	pp-oan	3	5	Weil die Katze einen Hundehalter in dem Jahr kratzt .
MF[SO]VC[V]	pp-oan	3	5	Weil der Kellner einen Koch in dem Jahr streift .
MF[SO]VC[V]	pp-oan	3	5	Weil die Personalerin einen Bewerber in dem Jahr nimmt .
MF[SO]VC[V]	pp-oan	3	5	Weil der Komponist eine Jazz-Pianistin in dem Jahr kopiert .
MF[SO]VC[V]	pp-oan	3	5	Weil die Mieter einen Kammerjäger in dem Jahr beauftragen .
MF[SO]VC[V]	pp-oan	3	5	Weil der 18jährige einen Jugendlichen in dem Jahr verletzt .
MF[SO]VC[V]	pp-oan	3	5	Weil der Schweizer einen Philharmoniker in dem Jahr dirigiert .
MF[SO]VC[V]	pp-oan	3	5	Weil die Fotografinnen ein Model in dem Jahr beschreiben .
MF[SO]VC[V]	pp-oan	3	5	Weil der Wirtschaftsingenieur einen Kursteilnehmer in dem Jahr leitet .
MF[SO]VC[V]	pp-oan	3	5	Weil die Experten eine Oberbürgermeisterin in dem Jahr besuchen .
MF[SO]VC[V]	pp-oan	3	5	Weil die Pionierin einen Dolmetscher in dem Jahr braucht .
MF[SO]VC[V]	pp-oan	3	5	Weil der Feuerwehrmann einen Notleidenden in dem Jahr befreit .
MF[SO]VC[V]	pp-invan	3	5	Weil die Borniertheit einen taz-Reporter in dem Jahr überfällt .
MF[OS]VC[V]	pp-invan	5	3	Weil einen taz-Reporter die Borniertheit in dem Jahr überfällt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Schuld einen Berufstätigen in dem Jahr trifft .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Berufstätigen die Schuld in dem Jahr trifft .
MF[SO]VC[V]	pp-invan	3	5	Weil der Schuh einen Jogger in dem Jahr drückt .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Jogger der Schuh in dem Jahr drückt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Deadline einen Informatiker in dem Jahr drängt .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Informatiker die Deadline in dem Jahr drängt .
MF[SO]VC[V]	pp-invan	3	5	Weil der Ofen eine Wanderin in dem Jahr wärmt .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Wanderin der Ofen in dem Jahr wärmt .
MF[SO]VC[V]	pp-invan	3	5	Weil der Regenschauer einen Spaziergänger in dem Jahr durchnässt .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Spaziergänger der Regenschauer in dem Jahr durchnässt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Kamera einen Trucker in dem Jahr begleitet .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Trucker die Kamera in dem Jahr begleitet .
MF[SO]VC[V]	pp-invan	3	5	Weil die Anlagen einen Bereisten in dem Jahr schützen .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Bereisten die Anlagen in dem Jahr schützen .
MF[SO]VC[V]	pp-invan	3	5	Weil die Anzeigen einen Hausbesitzer in dem Jahr betreffen .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Hausbesitzer die Anzeigen in dem Jahr betreffen .
MF[SO]VC[V]	pp-invan	3	5	Weil die Alternativlosigkeit einen Grünenpolitiker in dem Jahr prägt .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Grünenpolitiker die Alternativlosigkeit in dem Jahr prägt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Sonne einen Schwimmer in dem Jahr blendet .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Schwimmer die Sonne in dem Jahr blendet .
MF[SO]VC[V]	pp-invan	3	5	Weil der Zug einen Fahrgast in dem Jahr befördert .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Fahrgast der Zug in dem Jahr befördert .
MF[SO]VC[V]	pp-invan	3	5	Weil die Rückenlehne einen Bürotäter in dem Jahr unterstützt .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Bürotäter die Rückenlehne in dem Jahr unterstützt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Hose einen Entertainer in dem Jahr zwickt .
MF[OS]VC[V]	pp-invan	5	3	Weil einen Entertainer die Hose in dem Jahr zwickt .
MF[SO]VC[V]	pp-invan	3	4	Weil die Landwirtschaft Bienen in dem Jahr bedroht .
MF[OS]VC[V]	pp-invan	4	2	Weil Bienen die Landwirtschaft in dem Jahr bedroht .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Kanzlei einen Angriff in dem Jahr startet .
MF[SO]VC[V]	pp-regpol	3	5	Weil der Laden ein Doppelleben in dem Jahr lebt .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Werbeagenturen eine Aufnahme in dem Jahr übertexten .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Gemeinden eine Traumhochzeit in dem Jahr spielen .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Dörfer ein Kunstwerk in dem Jahr bewerfen .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Büros eine Lösung in dem Jahr finden .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Praxen eine Zeitschrift in dem Jahr abonnieren .
MF[SO]VC[V]	pp-regpol	3	4	Weil der Salon Bärte in dem Jahr rasiert .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Redaktion einen Kaffee in dem Jahr trinkt .
MF[SO]VC[V]	pp-regpol	3	5	Weil das Seminar einen Roman in dem Jahr schreibt .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Landratsämter eine Rede in dem Jahr beenden .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Schulen ein Grundgehalt in dem Jahr bekommen .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Werkstatt einen Bauzaun in dem Jahr zieht .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Universitäten eine Tour in dem Jahr gewinnen .
MF[SO]VC[V]	pp-regpol	3	5	Weil der Konzern eine Bauausführung in dem Jahr übernimmt .
MF[SO]VC[V]	pp-sname	2	4	Weil Siemens einen Angriff in dem Jahr startet .
MF[SO]VC[V]	pp-sname	2	3	Weil Balazs Doppelleben in dem Jahr lebt .
MF[SO]VC[V]	pp-sname	2	3	Weil Daimler Aufnahmen in dem Jahr übertextet .
MF[SO]VC[V]	pp-sname	2	3	Weil RTL Traumhochzeiten in dem Jahr spielt .
MF[SO]VC[V]	pp-sname	2	3	Weil Degas Kunstwerke in dem Jahr bewirft .
MF[SO]VC[V]	pp-sname	2	4	Weil Günter Jauch Lösungen in dem Jahr findet .
MF[SO]VC[V]	pp-sname	2	3	Weil Harry Zeitschriften in dem Jahr abonniert .
MF[SO]VC[V]	pp-sname	2	4	Weil Gillette einen Bart in dem Jahr rasiert .
MF[SO]VC[V]	pp-sname	2	4	Weil Clooney einen Kaffee in dem Jahr trinkt .
MF[SO]VC[V]	pp-sname	2	5	Weil Bertolt Brecht einen Roman in dem Jahr schreibt .
MF[SO]VC[V]	pp-sname	2	3	Weil Merkel Reden in dem Jahr beendet .
MF[SO]VC[V]	pp-sname	2	3	Weil Vietnam Grundgehälter in dem Jahr bekommt .
MF[SO]VC[V]	pp-sname	2	4	Weil Anke einen Bauzaun in dem Jahr zieht .
MF[SO]VC[V]	pp-sname	2	3	Weil Bonn Touren in dem Jahr gewinnt .
MF[SO]VC[V]	pp-sname	2	3	Weil EnBW Bauausführungen in dem Jahr übernimmt .
MF[SO]VC[V]	pp-semas	3	5	Weil der Starke einen Schwachen in dem Jahr hält .
MF[SO]VC[V]	pp-semas	3	5	Weil der Spürhund eine Beute in dem Jahr findet .
MF[SO]VC[V]	pp-semas	3	5	Weil der Barbier einen Kunden in dem Jahr rasiert .
MF[SO]VC[V]	pp-semas	3	5	Weil der Polizist einen Verdächtigen in dem Jahr verhaftet .
MF[SO]VC[V]	pp-semas	3	5	Weil die Lehrerin einen Schüler in dem Jahr unterrichtet .
MF[SO]VC[V]	pp-semas	3	5	Weil die Mutter einen Sohn in dem Jahr stillt .
MF[SO]VC[V]	pp-semas	3	5	Weil der Präsident einen Soldaten in dem Jahr befehligt .
MF[SO]VC[V]	pp-semas	3	5	Weil die Vorgesetzte einen Angestellten in dem Jahr entlässt .
MF[SO]VC[V]	pp-semas	3	5	Weil die Produzenten einen Abnehmer in dem Jahr beliefern .
MF[SO]VC[V]	pp-semas	3	5	Weil die Teenager einen Star in dem Jahr bejubeln .
MF[SO]VC[V]	pp-semas	3	5	Weil die Ärztin einen Patienten in dem Jahr behandelt .
MF[SO]VC[V]	pp-semas	3	5	Weil die Eigentümerin einen Pächter in dem Jahr rügt .
MF[SO]VC[V]	pp-semas	3	5	Weil der Pfarrer ein Beichtkind in dem Jahr betreut .
MF[SO]VC[V]	pp-semas	3	5	Weil die Prüferin einen Examenskandidaten in dem Jahr testet .
MF[SO]VC[V]	pp-semas	3	5	Weil der Meister einen Azubi in dem Jahr belehrt .
MF[SO]VC[V]	pp-noref	3	4	Weil der General nichts in dem Jahr startet .
MF[SO]VC[V]	pp-noref	3	4	Weil die Partner nichts in dem Jahr leben .
MF[SO]VC[V]	pp-noref	3	4	Weil der Journalist nichts in dem Jahr übertextet .
MF[SO]VC[V]	pp-noref	3	4	Weil die Freundinnen nichts in dem Jahr spielen .
MF[SO]VC[V]	pp-noref	3	4	Weil der Passant nichts in dem Jahr bewirft .
MF[SO]VC[V]	pp-noref	3	4	Weil die Kinder nichts in dem Jahr finden .
MF[SO]VC[V]	pp-noref	3	4	Weil der Leser nichts in dem Jahr abonniert .
MF[SO]VC[V]	pp-noref	3	4	Weil der Herr nichts in dem Jahr rasiert .
MF[SO]VC[V]	pp-noref	3	4	Weil die Mamas nichts in dem Jahr trinken .
MF[SO]VC[V]	pp-noref	3	4	Weil der Schriftsteller nichts in dem Jahr schreibt .
MF[SO]VC[V]	pp-noref	3	4	Weil der Politiker nichts in dem Jahr beendet .
MF[SO]VC[V]	pp-noref	3	4	Weil die Abgeordneten nichts in dem Jahr bekommen .
MF[SO]VC[V]	pp-noref	3	4	Weil der Kleinbauer nichts in dem Jahr zieht .
MF[SO]VC[V]	pp-noref	3	4	Weil die Sportlerinnen nichts in dem Jahr gewinnen .
MF[SO]VC[V]	pp-noref	3	4	Weil der Handwerker nichts in dem Jahr übernimmt .
MF[SO]VC[V]	pp-psy	3	5	Weil der Angriff einen General in dem Jahr fesselt .
MF[OS]VC[V]	pp-psy	5	3	Weil einen General der Angriff in dem Jahr fesselt .
MF[SO]VC[V]	pp-psy	3	5	Weil das Doppelleben einen Partner in dem Jahr langweilt .
MF[OS]VC[V]	pp-psy	5	3	Weil einen Partner das Doppelleben in dem Jahr langweilt .
MF[SO]VC[V]	pp-psy	3	5	Weil die Aufnahmen einen Journalisten in dem Jahr begeistern .
MF[OS]VC[V]	pp-psy	5	3	Weil einen Journalisten die Aufnahmen in dem Jahr begeistern .
MF[SO]VC[V]	pp-psy	3	5	Weil die Traumhochzeiten eine Freundin in dem Jahr erzürnen .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Freundin die Traumhochzeiten in dem Jahr erzürnen .
MF[SO]VC[V]	pp-psy	3	5	Weil die Kunstwerke einen Passanten in dem Jahr faszinieren .
