Word Order	Other Properties	Subject Position	Object Position	Sentence
VF[S]LK[V]MF[O]	base-acc	2	5	Die Kinder finden eine Lösung .
VF[O]LK[V]MF[S]	base-acc	5	2	Eine Lösung finden die Kinder .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb finden die Kinder eine Lösung .
LK[V]MF[SO]	base-acc	3	5	Finden die Kinder eine Lösung ?
MF[SO]VC[V]	base-acc	3	5	Weil die Kinder eine Lösung finden .
VF[S]LK[V]MF[O]	base-acc	2	5	Der Leser abonniert eine Zeitschrift .
VF[O]LK[V]MF[S]	base-acc	5	2	Eine Zeitschrift abonniert der Leser .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb abonniert der Leser eine Zeitschrift .
LK[V]MF[SO]	base-acc	3	5	Abonniert der Leser eine Zeitschrift ?
MF[SO]VC[V]	base-acc	3	5	Weil der Leser eine Zeitschrift abonniert .
VF[S]LK[V]MF[O]	base-acc	2	5	Der Herr rasiert einen Bart .
VF[O]LK[V]MF[S]	base-acc	5	2	Einen Bart rasiert der Herr .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb rasiert der Herr einen Bart .
LK[V]MF[SO]	base-acc	3	5	Rasiert der Herr einen Bart ?
MF[SO]VC[V]	base-acc	3	5	Weil der Herr einen Bart rasiert .
VF[S]LK[V]MF[O]	base-acc	2	5	Die Mamas trinken einen Kaffee .
VF[O]LK[V]MF[S]	base-acc	5	2	Einen Kaffee trinken die Mamas .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb trinken die Mamas einen Kaffee .
LK[V]MF[SO]	base-acc	3	5	Trinken die Mamas einen Kaffee ?
MF[SO]VC[V]	base-acc	3	5	Weil die Mamas einen Kaffee trinken .
VF[S]LK[V]MF[O]	base-acc	2	5	Der Schriftsteller schreibt einen Roman .
VF[O]LK[V]MF[S]	base-acc	5	2	Einen Roman schreibt der Schriftsteller .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb schreibt der Schriftsteller einen Roman .
LK[V]MF[SO]	base-acc	3	5	Schreibt der Schriftsteller einen Roman ?
MF[SO]VC[V]	base-acc	3	5	Weil der Schriftsteller einen Roman schreibt .
VF[S]LK[V]MF[O]	base-acc	2	5	Der Politiker beendet eine Rede .
VF[O]LK[V]MF[S]	base-acc	5	2	Eine Rede beendet der Politiker .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb beendet der Politiker eine Rede .
LK[V]MF[SO]	base-acc	3	5	Beendet der Politiker eine Rede ?
MF[SO]VC[V]	base-acc	3	5	Weil der Politiker eine Rede beendet .
VF[S]LK[V]MF[O]	base-acc	2	5	Die Abgeordneten bekommen ein Grundgehalt .
VF[O]LK[V]MF[S]	base-acc	5	2	Ein Grundgehalt bekommen die Abgeordneten .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb bekommen die Abgeordneten ein Grundgehalt .
LK[V]MF[SO]	base-acc	3	5	Bekommen die Abgeordneten ein Grundgehalt ?
MF[SO]VC[V]	base-acc	3	5	Weil die Abgeordneten ein Grundgehalt bekommen .
VF[S]LK[V]MF[O]	base-acc	2	5	Der Kleinbauer zieht einen Bauzaun .
VF[O]LK[V]MF[S]	base-acc	5	2	Einen Bauzaun zieht der Kleinbauer .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb zieht der Kleinbauer einen Bauzaun .
LK[V]MF[SO]	base-acc	3	5	Zieht der Kleinbauer einen Bauzaun ?
MF[SO]VC[V]	base-acc	3	5	Weil der Kleinbauer einen Bauzaun zieht .
VF[S]LK[V]MF[O]	base-acc	2	5	Die Sportlerinnen gewinnen eine Tour .
VF[O]LK[V]MF[S]	base-acc	5	2	Eine Tour gewinnen die Sportlerinnen .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb gewinnen die Sportlerinnen eine Tour .
LK[V]MF[SO]	base-acc	3	5	Gewinnen die Sportlerinnen eine Tour ?
MF[SO]VC[V]	base-acc	3	5	Weil die Sportlerinnen eine Tour gewinnen .
VF[S]LK[V]MF[O]	base-acc	2	5	Der Handwerker übernimmt eine Bauausführung .
VF[O]LK[V]MF[S]	base-acc	5	2	Eine Bauausführung übernimmt der Handwerker .
VF[ADV]LK[V]MF[SO]	base-acc	4	6	Deshalb übernimmt der Handwerker eine Bauausführung .
LK[V]MF[SO]	base-acc	3	5	Übernimmt der Handwerker eine Bauausführung ?
MF[SO]VC[V]	base-acc	3	5	Weil der Handwerker eine Bauausführung übernimmt .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Diebin entkommt einer Anklagebank .
VF[O]LK[V]MF[S]	base-dat	5	2	Einer Anklagebank entkommt die Diebin .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb entkommt die Diebin einer Anklagebank .
LK[V]MF[SO]	base-dat	3	5	Entkommt die Diebin einer Anklagebank ?
MF[SO]VC[V]	base-dat	3	5	Weil die Diebin einer Anklagebank entkommt .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Ratten entstammen einer Kanalisation .
VF[O]LK[V]MF[S]	base-dat	5	2	Einer Kanalisation entstammen die Ratten .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb entstammen die Ratten einer Kanalisation .
LK[V]MF[SO]	base-dat	3	5	Entstammen die Ratten einer Kanalisation ?
MF[SO]VC[V]	base-dat	3	5	Weil die Ratten einer Kanalisation entstammen .
VF[S]LK[V]MF[O]	base-dat	2	5	Der Abiturient folgt einem Vortrag .
VF[O]LK[V]MF[S]	base-dat	5	2	Einem Vortrag folgt der Abiturient .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb folgt der Abiturient einem Vortrag .
LK[V]MF[SO]	base-dat	3	5	Folgt der Abiturient einem Vortrag ?
MF[SO]VC[V]	base-dat	3	5	Weil der Abiturient einem Vortrag folgt .
VF[S]LK[V]MF[O]	base-dat	2	5	Der Referent entschwindet einer Sitzung .
VF[O]LK[V]MF[S]	base-dat	5	2	Einer Sitzung entschwindet der Referent .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb entschwindet der Referent einer Sitzung .
LK[V]MF[SO]	base-dat	3	5	Entschwindet der Referent einer Sitzung ?
MF[SO]VC[V]	base-dat	3	5	Weil der Referent einer Sitzung entschwindet .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Parkourläufer begegnen einem Hindernis .
VF[O]LK[V]MF[S]	base-dat	5	2	Einem Hindernis begegnen die Parkourläufer .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb begegnen die Parkourläufer einem Hindernis .
LK[V]MF[SO]	base-dat	3	5	Begegnen die Parkourläufer einem Hindernis ?
MF[SO]VC[V]	base-dat	3	5	Weil die Parkourläufer einem Hindernis begegnen .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Deserteure schaden einem Ansehen .
VF[O]LK[V]MF[S]	base-dat	5	2	Einem Ansehen schaden die Deserteure .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb schaden die Deserteure einem Ansehen .
LK[V]MF[SO]	base-dat	3	5	Schaden die Deserteure einem Ansehen ?
MF[SO]VC[V]	base-dat	3	5	Weil die Deserteure einem Ansehen schaden .
VF[S]LK[V]MF[O]	base-dat	2	5	Der Manager nützt einer Karriere .
VF[O]LK[V]MF[S]	base-dat	5	2	Einer Karriere nützt der Manager .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb nützt der Manager einer Karriere .
LK[V]MF[SO]	base-dat	3	5	Nützt der Manager einer Karriere ?
MF[SO]VC[V]	base-dat	3	5	Weil der Manager einer Karriere nützt .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Pfadfinder gleichen einem Ameisenhaufen .
VF[O]LK[V]MF[S]	base-dat	5	2	Einem Ameisenhaufen gleichen die Pfadfinder .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb gleichen die Pfadfinder einem Ameisenhaufen .
LK[V]MF[SO]	base-dat	3	5	Gleichen die Pfadfinder einem Ameisenhaufen ?
MF[SO]VC[V]	base-dat	3	5	Weil die Pfadfinder einem Ameisenhaufen gleichen .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Fußgängerin winkt einem Auto .
VF[O]LK[V]MF[S]	base-dat	5	2	Einem Auto winkt die Fußgängerin .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb winkt die Fußgängerin einem Auto .
LK[V]MF[SO]	base-dat	3	5	Winkt die Fußgängerin einem Auto ?
MF[SO]VC[V]	base-dat	3	5	Weil die Fußgängerin einem Auto winkt .
VF[S]LK[V]MF[O]	base-dat	2	5	Der Akteur untersteht einem Kommando .
VF[O]LK[V]MF[S]	base-dat	5	2	Einem Kommando untersteht der Akteur .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb untersteht der Akteur einem Kommando .
LK[V]MF[SO]	base-dat	3	5	Untersteht der Akteur einem Kommando ?
MF[SO]VC[V]	base-dat	3	5	Weil der Akteur einem Kommando untersteht .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Astronauten vertrauen einer Bodenstation .
VF[O]LK[V]MF[S]	base-dat	5	2	Einer Bodenstation vertrauen die Astronauten .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb vertrauen die Astronauten einer Bodenstation .
LK[V]MF[SO]	base-dat	3	5	Vertrauen die Astronauten einer Bodenstation ?
MF[SO]VC[V]	base-dat	3	5	Weil die Astronauten einer Bodenstation vertrauen .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Demonstranten entgehen einer Räumung .
VF[O]LK[V]MF[S]	base-dat	5	2	Einer Räumung entgehen die Demonstranten .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb entgehen die Demonstranten einer Räumung .
LK[V]MF[SO]	base-dat	3	5	Entgehen die Demonstranten einer Räumung ?
MF[SO]VC[V]	base-dat	3	5	Weil die Demonstranten einer Räumung entgehen .
VF[S]LK[V]MF[O]	base-dat	2	5	Der Schreihals gehorcht einem Impuls .
VF[O]LK[V]MF[S]	base-dat	5	2	Einem Impuls gehorcht der Schreihals .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb gehorcht der Schreihals einem Impuls .
LK[V]MF[SO]	base-dat	3	5	Gehorcht der Schreihals einem Impuls ?
MF[SO]VC[V]	base-dat	3	5	Weil der Schreihals einem Impuls gehorcht .
VF[S]LK[V]MF[O]	base-dat	2	5	Der Sekretär trotzt einer Anweisung .
VF[O]LK[V]MF[S]	base-dat	5	2	Einer Anweisung trotzt der Sekretär .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb trotzt der Sekretär einer Anweisung .
LK[V]MF[SO]	base-dat	3	5	Trotzt der Sekretär einer Anweisung ?
MF[SO]VC[V]	base-dat	3	5	Weil der Sekretär einer Anweisung trotzt .
VF[S]LK[V]MF[O]	base-dat	2	5	Die Gegner antworten einem Aufruf .
VF[O]LK[V]MF[S]	base-dat	5	2	Einem Aufruf antworten die Gegner .
VF[ADV]LK[V]MF[SO]	base-dat	4	6	Deshalb antworten die Gegner einem Aufruf .
LK[V]MF[SO]	base-dat	3	5	Antworten die Gegner einem Aufruf ?
MF[SO]VC[V]	base-dat	3	5	Weil die Gegner einem Aufruf antworten .
VF[S]LK[V]MF[O]	base-amb	2	4	Die Generäle starten Angriffe .
VF[O]LK[V]MF[S]	base-amb	4	1	Angriffe starten die Generäle .
VF[ADV]LK[V]MF[SO]	base-amb	4	5	Deshalb starten die Generäle Angriffe .
LK[V]MF[SO]	base-amb	3	4	Starten die Generäle Angriffe ?
MF[SO]VC[V]	base-amb	3	4	Weil die Generäle Angriffe starten .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Partnerin lebt ein Doppelleben .
VF[O]LK[V]MF[S]	base-amb	5	2	Ein Doppelleben lebt die Partnerin .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb lebt die Partnerin ein Doppelleben .
LK[V]MF[SO]	base-amb	3	5	Lebt die Partnerin ein Doppelleben ?
MF[SO]VC[V]	base-amb	3	5	Weil die Partnerin ein Doppelleben lebt .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Journalistin übertextet eine Aufnahme .
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Aufnahme übertextet die Journalistin .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb übertextet die Journalistin eine Aufnahme .
LK[V]MF[SO]	base-amb	3	5	Übertextet die Journalistin eine Aufnahme ?
MF[SO]VC[V]	base-amb	3	5	Weil die Journalistin eine Aufnahme übertextet .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Freundin spielt eine Traumhochzeit .
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Traumhochzeit spielt die Freundin .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb spielt die Freundin eine Traumhochzeit .
LK[V]MF[SO]	base-amb	3	5	Spielt die Freundin eine Traumhochzeit ?
MF[SO]VC[V]	base-amb	3	5	Weil die Freundin eine Traumhochzeit spielt .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Passantin bewirft ein Kunstwerk .
VF[O]LK[V]MF[S]	base-amb	5	2	Ein Kunstwerk bewirft die Passantin .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb bewirft die Passantin ein Kunstwerk .
LK[V]MF[SO]	base-amb	3	5	Bewirft die Passantin ein Kunstwerk ?
MF[SO]VC[V]	base-amb	3	5	Weil die Passantin ein Kunstwerk bewirft .
VF[S]LK[V]MF[O]	base-amb	2	5	Das Kind findet eine Lösung .
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Lösung findet das Kind .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb findet das Kind eine Lösung .
LK[V]MF[SO]	base-amb	3	5	Findet das Kind eine Lösung ?
MF[SO]VC[V]	base-amb	3	5	Weil das Kind eine Lösung findet .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Leserin abonniert eine Zeitschrift .
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Zeitschrift abonniert die Leserin .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb abonniert die Leserin eine Zeitschrift .
LK[V]MF[SO]	base-amb	3	5	Abonniert die Leserin eine Zeitschrift ?
MF[SO]VC[V]	base-amb	3	5	Weil die Leserin eine Zeitschrift abonniert .
VF[S]LK[V]MF[O]	base-amb	2	4	Die Herren rasieren Bärte .
VF[O]LK[V]MF[S]	base-amb	4	1	Bärte rasieren die Herren .
VF[ADV]LK[V]MF[SO]	base-amb	4	5	Deshalb rasieren die Herren Bärte .
LK[V]MF[SO]	base-amb	3	4	Rasieren die Herren Bärte ?
MF[SO]VC[V]	base-amb	3	4	Weil die Herren Bärte rasieren .
VF[S]LK[V]MF[O]	base-amb	2	4	Die Mamas trinken Kaffees .
VF[O]LK[V]MF[S]	base-amb	4	1	Kaffees trinken die Mamas .
VF[ADV]LK[V]MF[SO]	base-amb	4	5	Deshalb trinken die Mamas Kaffees .
LK[V]MF[SO]	base-amb	3	4	Trinken die Mamas Kaffees ?
MF[SO]VC[V]	base-amb	3	4	Weil die Mamas Kaffees trinken .
VF[S]LK[V]MF[O]	base-amb	2	4	Die Schriftsteller schreiben Romane .
VF[O]LK[V]MF[S]	base-amb	4	1	Romane schreiben die Schriftsteller .
VF[ADV]LK[V]MF[SO]	base-amb	4	5	Deshalb schreiben die Schriftsteller Romane .
LK[V]MF[SO]	base-amb	3	4	Schreiben die Schriftsteller Romane ?
MF[SO]VC[V]	base-amb	3	4	Weil die Schriftsteller Romane schreiben .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Politikerin beendet eine Rede .
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Rede beendet die Politikerin .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb beendet die Politikerin eine Rede .
LK[V]MF[SO]	base-amb	3	5	Beendet die Politikerin eine Rede ?
MF[SO]VC[V]	base-amb	3	5	Weil die Politikerin eine Rede beendet .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Abgeordnete bekommt ein Grundgehalt .
VF[O]LK[V]MF[S]	base-amb	5	2	Ein Grundgehalt bekommt die Abgeordnete .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb bekommt die Abgeordnete ein Grundgehalt .
LK[V]MF[SO]	base-amb	3	5	Bekommt die Abgeordnete ein Grundgehalt ?
MF[SO]VC[V]	base-amb	3	5	Weil die Abgeordnete ein Grundgehalt bekommt .
VF[S]LK[V]MF[O]	base-amb	2	4	Die Kleinbauern ziehen Bauzäune .
VF[O]LK[V]MF[S]	base-amb	4	1	Bauzäune ziehen die Kleinbauern .
VF[ADV]LK[V]MF[SO]	base-amb	4	5	Deshalb ziehen die Kleinbauern Bauzäune .
LK[V]MF[SO]	base-amb	3	4	Ziehen die Kleinbauern Bauzäune ?
MF[SO]VC[V]	base-amb	3	4	Weil die Kleinbauern Bauzäune ziehen .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Sportlerin gewinnt eine Tour .
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Tour gewinnt die Sportlerin .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb gewinnt die Sportlerin eine Tour .
LK[V]MF[SO]	base-amb	3	5	Gewinnt die Sportlerin eine Tour ?
MF[SO]VC[V]	base-amb	3	5	Weil die Sportlerin eine Tour gewinnt .
VF[S]LK[V]MF[O]	base-amb	2	5	Die Handwerkerin übernimmt eine Bauausführung .
VF[O]LK[V]MF[S]	base-amb	5	2	Eine Bauausführung übernimmt die Handwerkerin .
VF[ADV]LK[V]MF[SO]	base-amb	4	6	Deshalb übernimmt die Handwerkerin eine Bauausführung .
LK[V]MF[SO]	base-amb	3	5	Übernimmt die Handwerkerin eine Bauausführung ?
MF[SO]VC[V]	base-amb	3	5	Weil die Handwerkerin eine Bauausführung übernimmt .
VF[S]LK[V]MF[O]	base-aux	2	5	Der General wird einen Angriff starten .
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Angriff wird der General starten .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der General einen Angriff starten .
LK[V]MF[SO]	base-aux	3	5	Wird der General einen Angriff starten ?
MF[SO]VC[V]	base-aux	3	5	Weil der General einen Angriff starten wird .
VF[S]LK[V]MF[O]	base-aux	2	5	Die Partner werden ein Doppelleben leben .
VF[O]LK[V]MF[S]	base-aux	5	2	Ein Doppelleben werden die Partner leben .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Partner ein Doppelleben leben .
LK[V]MF[SO]	base-aux	3	5	Werden die Partner ein Doppelleben leben ?
MF[SO]VC[V]	base-aux	3	5	Weil die Partner ein Doppelleben leben werden .
VF[S]LK[V]MF[O]	base-aux	2	5	Der Journalist wird eine Aufnahme übertexten .
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Aufnahme wird der Journalist übertexten .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Journalist eine Aufnahme übertexten .
LK[V]MF[SO]	base-aux	3	5	Wird der Journalist eine Aufnahme übertexten ?
MF[SO]VC[V]	base-aux	3	5	Weil der Journalist eine Aufnahme übertexten wird .
VF[S]LK[V]MF[O]	base-aux	2	5	Die Freundinnen werden eine Traumhochzeit spielen .
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Traumhochzeit werden die Freundinnen spielen .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Freundinnen eine Traumhochzeit spielen .
LK[V]MF[SO]	base-aux	3	5	Werden die Freundinnen eine Traumhochzeit spielen ?
MF[SO]VC[V]	base-aux	3	5	Weil die Freundinnen eine Traumhochzeit spielen werden .
VF[S]LK[V]MF[O]	base-aux	2	5	Der Passant wird ein Kunstwerk bewerfen .
VF[O]LK[V]MF[S]	base-aux	5	2	Ein Kunstwerk wird der Passant bewerfen .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Passant ein Kunstwerk bewerfen .
LK[V]MF[SO]	base-aux	3	5	Wird der Passant ein Kunstwerk bewerfen ?
MF[SO]VC[V]	base-aux	3	5	Weil der Passant ein Kunstwerk bewerfen wird .
VF[S]LK[V]MF[O]	base-aux	2	5	Die Kinder werden eine Lösung finden .
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Lösung werden die Kinder finden .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Kinder eine Lösung finden .
LK[V]MF[SO]	base-aux	3	5	Werden die Kinder eine Lösung finden ?
MF[SO]VC[V]	base-aux	3	5	Weil die Kinder eine Lösung finden werden .
VF[S]LK[V]MF[O]	base-aux	2	5	Der Leser wird eine Zeitschrift abonnieren .
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Zeitschrift wird der Leser abonnieren .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Leser eine Zeitschrift abonnieren .
LK[V]MF[SO]	base-aux	3	5	Wird der Leser eine Zeitschrift abonnieren ?
MF[SO]VC[V]	base-aux	3	5	Weil der Leser eine Zeitschrift abonnieren wird .
VF[S]LK[V]MF[O]	base-aux	2	5	Der Herr wird einen Bart rasieren .
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Bart wird der Herr rasieren .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Herr einen Bart rasieren .
LK[V]MF[SO]	base-aux	3	5	Wird der Herr einen Bart rasieren ?
MF[SO]VC[V]	base-aux	3	5	Weil der Herr einen Bart rasieren wird .
VF[S]LK[V]MF[O]	base-aux	2	5	Die Mamas werden einen Kaffee trinken .
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Kaffee werden die Mamas trinken .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Mamas einen Kaffee trinken .
LK[V]MF[SO]	base-aux	3	5	Werden die Mamas einen Kaffee trinken ?
MF[SO]VC[V]	base-aux	3	5	Weil die Mamas einen Kaffee trinken werden .
VF[S]LK[V]MF[O]	base-aux	2	5	Der Schriftsteller wird einen Roman schreiben .
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Roman wird der Schriftsteller schreiben .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Schriftsteller einen Roman schreiben .
LK[V]MF[SO]	base-aux	3	5	Wird der Schriftsteller einen Roman schreiben ?
MF[SO]VC[V]	base-aux	3	5	Weil der Schriftsteller einen Roman schreiben wird .
VF[S]LK[V]MF[O]	base-aux	2	5	Der Politiker wird eine Rede beenden .
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Rede wird der Politiker beenden .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Politiker eine Rede beenden .
LK[V]MF[SO]	base-aux	3	5	Wird der Politiker eine Rede beenden ?
MF[SO]VC[V]	base-aux	3	5	Weil der Politiker eine Rede beenden wird .
VF[S]LK[V]MF[O]	base-aux	2	5	Die Abgeordneten werden ein Grundgehalt bekommen .
VF[O]LK[V]MF[S]	base-aux	5	2	Ein Grundgehalt werden die Abgeordneten bekommen .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Abgeordneten ein Grundgehalt bekommen .
LK[V]MF[SO]	base-aux	3	5	Werden die Abgeordneten ein Grundgehalt bekommen ?
MF[SO]VC[V]	base-aux	3	5	Weil die Abgeordneten ein Grundgehalt bekommen werden .
VF[S]LK[V]MF[O]	base-aux	2	5	Der Kleinbauer wird einen Bauzaun ziehen .
VF[O]LK[V]MF[S]	base-aux	5	2	Einen Bauzaun wird der Kleinbauer ziehen .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Kleinbauer einen Bauzaun ziehen .
LK[V]MF[SO]	base-aux	3	5	Wird der Kleinbauer einen Bauzaun ziehen ?
MF[SO]VC[V]	base-aux	3	5	Weil der Kleinbauer einen Bauzaun ziehen wird .
VF[S]LK[V]MF[O]	base-aux	2	5	Die Sportlerinnen werden eine Tour gewinnen .
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Tour werden die Sportlerinnen gewinnen .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb werden die Sportlerinnen eine Tour gewinnen .
LK[V]MF[SO]	base-aux	3	5	Werden die Sportlerinnen eine Tour gewinnen ?
MF[SO]VC[V]	base-aux	3	5	Weil die Sportlerinnen eine Tour gewinnen werden .
VF[S]LK[V]MF[O]	base-aux	2	5	Der Handwerker wird eine Bauausführung übernehmen .
VF[O]LK[V]MF[S]	base-aux	5	2	Eine Bauausführung wird der Handwerker übernehmen .
VF[ADV]LK[V]MF[SO]	base-aux	4	6	Deshalb wird der Handwerker eine Bauausführung übernehmen .
LK[V]MF[SO]	base-aux	3	5	Wird der Handwerker eine Bauausführung übernehmen ?
MF[SO]VC[V]	base-aux	3	5	Weil der Handwerker eine Bauausführung übernehmen wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Diebin wird einer Anklagebank entkommen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Anklagebank wird die Diebin entkommen .
VF[ADV]LK[V]MF[SO]	dat-aux	4	6	Deshalb wird die Diebin einer Anklagebank entkommen .
LK[V]MF[SO]	dat-aux	3	5	Wird die Diebin einer Anklagebank entkommen ?
MF[SO]VC[V]	dat-aux	3	5	Weil die Diebin einer Anklagebank entkommen wird .
VF[S]LK[V]MF[O]	dat-aux	2	5	Die Ratten werden einer Kanalisation entstammen .
VF[O]LK[V]MF[S]	dat-aux	5	2	Einer Kanalisation werden die Ratten entstammen .
